Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Variant Image,Gift Card,SEO Title,SEO Description,Status
oculos-plate,,,,,,,,,Xmetal Lente Preta,ML-OCULOS-PLATE-05,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-plate/image-4.webp?w=1200,5,Plate — Xmetal Lente Preta,https://monsterlupas.com.br/api/public/image/oculos-plate/image-4.webp?w=1200,,,,
oculos-plate,,,,,,,,,Carbon Lente Preta,ML-OCULOS-PLATE-06,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-plate/image-5.webp?w=1200,6,Plate — Carbon Lente Preta,https://monsterlupas.com.br/api/public/image/oculos-plate/image-5.webp?w=1200,,,,
oculos-plate,,,,,,,,,Cooper Lente VR28,ML-OCULOS-PLATE-07,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-plate/image-6.png?w=1200,7,Plate — Cooper Lente VR28,https://monsterlupas.com.br/api/public/image/oculos-plate/image-6.png?w=1200,,,,
oculos-plate,,,,,,,,,Plasma Lente Dark Ruby,ML-OCULOS-PLATE-08,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-plate/image-7.webp?w=1200,8,Plate — Plasma Lente Dark Ruby,https://monsterlupas.com.br/api/public/image/oculos-plate/image-7.webp?w=1200,,,,
oculos-plate,,,,,,,,,Plasma Lente Gold Café,ML-OCULOS-PLATE-09,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-plate/image-8.webp?w=1200,9,Plate — Plasma Lente Gold Café,https://monsterlupas.com.br/api/public/image/oculos-plate/image-8.webp?w=1200,,,,
oculos-minute,Minute,"<p>Esportivo e leve — o maior leque de cores da Monster Lupas.</p><p>Óculos Minute com proteção UV400 e lente polarizada. Estoque próprio, envio rápido para todo o Brasil.</p>",Monster Lupas,,Óculos de Sol,"categoria-esportiva, colecao-performance",TRUE,Cor,Azul Lente Ice,ML-OCULOS-MINUTE-01,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-0.png?w=1200,1,Minute — Azul Lente Ice,https://monsterlupas.com.br/api/public/image/oculos-minute/image-0.png?w=1200,FALSE,Minute — Monster Lupas,Esportivo e leve — o maior leque de cores da Monster Lupas.,active
oculos-minute,,,,,,,,,Cinza Lente Preta,ML-OCULOS-MINUTE-02,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-1.png?w=1200,2,Minute — Cinza Lente Preta,https://monsterlupas.com.br/api/public/image/oculos-minute/image-1.png?w=1200,,,,
oculos-minute,,,,,,,,,Cinza Lente Dark Ruby,ML-OCULOS-MINUTE-03,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-2.png?w=1200,3,Minute — Cinza Lente Dark Ruby,https://monsterlupas.com.br/api/public/image/oculos-minute/image-2.png?w=1200,,,,
oculos-minute,,,,,,,,,Cooper Lente Ruby,ML-OCULOS-MINUTE-04,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-3.png?w=1200,4,Minute — Cooper Lente Ruby,https://monsterlupas.com.br/api/public/image/oculos-minute/image-3.png?w=1200,,,,
oculos-minute,,,,,,,,,Preta Lente Preta,ML-OCULOS-MINUTE-05,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-4.png?w=1200,5,Minute — Preta Lente Preta,https://monsterlupas.com.br/api/public/image/oculos-minute/image-4.png?w=1200,,,,
oculos-minute,,,,,,,,,Branca Lente Torch,ML-OCULOS-MINUTE-06,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-5.png?w=1200,6,Minute — Branca Lente Torch,https://monsterlupas.com.br/api/public/image/oculos-minute/image-5.png?w=1200,,,,
oculos-minute,,,,,,,,,Branca Lente Dark Ruby,ML-OCULOS-MINUTE-07,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-6.png?w=1200,7,Minute — Branca Lente Dark Ruby,https://monsterlupas.com.br/api/public/image/oculos-minute/image-6.png?w=1200,,,,
oculos-minute,,,,,,,,,Marrom Lente Gold,ML-OCULOS-MINUTE-08,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-7.png?w=1200,8,Minute — Marrom Lente Gold,https://monsterlupas.com.br/api/public/image/oculos-minute/image-7.png?w=1200,,,,
oculos-minute,,,,,,,,,Preta Lente Ice,ML-OCULOS-MINUTE-09,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-8.png?w=1200,9,Minute — Preta Lente Ice,https://monsterlupas.com.br/api/public/image/oculos-minute/image-8.png?w=1200,,,,
oculos-minute,,,,,,,,,Grafite Lente Preta,ML-OCULOS-MINUTE-10,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-9.png?w=1200,10,Minute — Grafite Lente Preta,https://monsterlupas.com.br/api/public/image/oculos-minute/image-9.png?w=1200,,,,
oculos-minute,,,,,,,,,Preta Lente Torch,ML-OCULOS-MINUTE-11,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-10.png?w=1200,11,Minute — Preta Lente Torch,https://monsterlupas.com.br/api/public/image/oculos-minute/image-10.png?w=1200,,,,
oculos-minute,,,,,,,,,Azul Lente Dark Ruby,ML-OCULOS-MINUTE-12,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-11.png?w=1200,12,Minute — Azul Lente Dark Ruby,https://monsterlupas.com.br/api/public/image/oculos-minute/image-11.png?w=1200,,,,
oculos-minute,,,,,,,,,Preta Lente Ruby,ML-OCULOS-MINUTE-13,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-12.png?w=1200,13,Minute — Preta Lente Ruby,https://monsterlupas.com.br/api/public/image/oculos-minute/image-12.png?w=1200,,,,
oculos-minute,,,,,,,,,Preta Lente Gold,ML-OCULOS-MINUTE-14,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-13.png?w=1200,14,Minute — Preta Lente Gold,https://monsterlupas.com.br/api/public/image/oculos-minute/image-13.png?w=1200,,,,
oculos-minute,,,,,,,,,Preta Lente Roxa,ML-OCULOS-MINUTE-15,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-14.png?w=1200,15,Minute — Preta Lente Roxa,https://monsterlupas.com.br/api/public/image/oculos-minute/image-14.png?w=1200,,,,
oculos-minute,,,,,,,,,Preta Lente Rosa,ML-OCULOS-MINUTE-16,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-15.png?w=1200,16,Minute — Preta Lente Rosa,https://monsterlupas.com.br/api/public/image/oculos-minute/image-15.png?w=1200,,,,
oculos-minute,,,,,,,,,Preta Lente Espelhada,ML-OCULOS-MINUTE-17,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-minute/image-16.png?w=1200,17,Minute — Preta Lente Espelhada,https://monsterlupas.com.br/api/public/image/oculos-minute/image-16.png?w=1200,,,,
oculos-juliet-1,Juliet,"<p>Sofisticado, com toque de luxo em acabamento metalizado.</p><p>Óculos Juliet com proteção UV400 e lente polarizada. Estoque próprio, envio rápido para todo o Brasil.</p>",Monster Lupas,,Óculos de Sol,categoria-x-metal,TRUE,Cor,Carbon Lente Espelhada,ML-OCULOS-JULIET-1-01,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-0.jpg?w=1200,1,Juliet — Carbon Lente Espelhada,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-0.jpg?w=1200,FALSE,Juliet — Monster Lupas,"Sofisticado, com toque de luxo em acabamento metalizado.",active
oculos-juliet-1,,,,,,,,,Carbon Lente Roxa,ML-OCULOS-JULIET-1-02,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-1.jpg?w=1200,2,Juliet — Carbon Lente Roxa,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-1.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,24K Lente Preta,ML-OCULOS-JULIET-1-03,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-2.jpg?w=1200,3,Juliet — 24K Lente Preta,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-2.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,24K Lente Gold,ML-OCULOS-JULIET-1-04,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-3.jpg?w=1200,4,Juliet — 24K Lente Gold,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-3.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,X Metal Lente Tanzanite,ML-OCULOS-JULIET-1-05,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-4.jpg?w=1200,5,Juliet — X Metal Lente Tanzanite,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-4.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,Carbon Lente Dark Ruby,ML-OCULOS-JULIET-1-06,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-5.jpg?w=1200,6,Juliet — Carbon Lente Dark Ruby,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-5.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,X Metal Lente Gold Café,ML-OCULOS-JULIET-1-07,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-6.jpg?w=1200,7,Juliet — X Metal Lente Gold Café,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-6.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,X Metal Lente Ruby,ML-OCULOS-JULIET-1-08,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-7.jpg?w=1200,8,Juliet — X Metal Lente Ruby,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-7.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,X Metal Lente Roxa Kit Branco,ML-OCULOS-JULIET-1-09,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-8.jpg?w=1200,9,Juliet — X Metal Lente Roxa Kit Branco,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-8.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,Carbon Lente Ruby,ML-OCULOS-JULIET-1-10,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-9.jpg?w=1200,10,Juliet — Carbon Lente Ruby,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-9.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,X Metal Lente Preta,ML-OCULOS-JULIET-1-11,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-10.jpg?w=1200,11,Juliet — X Metal Lente Preta,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-10.jpg?w=1200,,,,
oculos-juliet-1,,,,,,,,,X Metal Lente Ruby Kit Vermelho,ML-OCULOS-JULIET-1-12,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-11.jpg?w=1200,12,Juliet — X Metal Lente Ruby Kit Vermelho,https://monsterlupas.com.br/api/public/image/oculos-juliet-1/image-11.jpg?w=1200,,,,
oculos-flak-2-1,Flak 2.0,"<p>Performance pura — feito pra trilha, praia e street.</p><p>Óculos Flak 2.0 com proteção UV400 e lente polarizada. Estoque próprio, envio rápido para todo o Brasil.</p>",Monster Lupas,,Óculos de Sol,"categoria-esportiva, colecao-performance",TRUE,Cor,Branca Lente Tanzanite,ML-OCULOS-FLAK-2-1-01,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/branca-lente-tanzanite.jpg,1,Flak 2.0 — Branca Lente Tanzanite,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/branca-lente-tanzanite.jpg,FALSE,Flak 2.0 — Monster Lupas,"Performance pura — feito pra trilha, praia e street.",active
oculos-flak-2-1,,,,,,,,,Preta Lente Azul,ML-OCULOS-FLAK-2-1-02,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-azul.jpg,2,Flak 2.0 — Preta Lente Azul,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-azul.jpg,,,,
oculos-flak-2-1,,,,,,,,,Preta Lente Azul Escuro,ML-OCULOS-FLAK-2-1-03,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-azul-escuro.jpg,3,Flak 2.0 — Preta Lente Azul Escuro,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-azul-escuro.jpg,,,,
oculos-flak-2-1,,,,,,,,,Preta Lente Preta,ML-OCULOS-FLAK-2-1-04,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-preta.jpg,4,Flak 2.0 — Preta Lente Preta,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-preta.jpg,,,,
oculos-flak-2-1,,,,,,,,,Preta Lente Espelhada,ML-OCULOS-FLAK-2-1-05,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-espelhada.jpg,5,Flak 2.0 — Preta Lente Espelhada,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-espelhada.jpg,,,,
oculos-flak-2-1,,,,,,,,,Preta Lente Ruby,ML-OCULOS-FLAK-2-1-06,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-ruby.jpg,6,Flak 2.0 — Preta Lente Ruby,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-ruby.jpg,,,,
oculos-flak-2-1,,,,,,,,,Preta Lente Tanzanite,ML-OCULOS-FLAK-2-1-07,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-tanzanite.jpg,7,Flak 2.0 — Preta Lente Tanzanite,https://site-pi-six-62.vercel.app/assets/produtos/flak-2/preta-lente-tanzanite.jpg,,,,
oculos-eye-jacket-2,Eye Jacket,"<p>Minimalista e discreto — edição especial com o dobro de cores.</p><p>Óculos Eye Jacket com proteção UV400 e lente polarizada. Estoque próprio, envio rápido para todo o Brasil.</p>",Monster Lupas,,Óculos de Sol,categoria-classica,TRUE,Cor,Cinza Lente Espelhada,ML-OCULOS-EYE-JACKET-2-01,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-espelhada.jpg,1,Eye Jacket — Cinza Lente Espelhada,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-espelhada.jpg,FALSE,Eye Jacket — Monster Lupas,Minimalista e discreto — edição especial com o dobro de cores.,active
oculos-eye-jacket-2,,,,,,,,,Cinza Lente G26,ML-OCULOS-EYE-JACKET-2-02,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-g26.jpg,2,Eye Jacket — Cinza Lente G26,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-g26.jpg,,,,
oculos-eye-jacket-2,,,,,,,,,Cinza Lente Gold,ML-OCULOS-EYE-JACKET-2-03,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-gold.jpg,3,Eye Jacket — Cinza Lente Gold,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-gold.jpg,,,,
oculos-eye-jacket-2,,,,,,,,,Cinza Lente Preta,ML-OCULOS-EYE-JACKET-2-04,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-preta.jpg,4,Eye Jacket — Cinza Lente Preta,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-preta.jpg,,,,
oculos-eye-jacket-2,,,,,,,,,Cinza Lente Tanzanite,ML-OCULOS-EYE-JACKET-2-05,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-tanzanite.jpg,5,Eye Jacket — Cinza Lente Tanzanite,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-tanzanite.jpg,,,,
oculos-eye-jacket-2,,,,,,,,,Cinza Lente VR28,ML-OCULOS-EYE-JACKET-2-06,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-vr28.jpg,6,Eye Jacket — Cinza Lente VR28,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/cinza-lente-vr28.jpg,,,,
oculos-eye-jacket-2,,,,,,,,,Preta Lente Espelhada,ML-OCULOS-EYE-JACKET-2-07,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-espelhada.jpg,7,Eye Jacket — Preta Lente Espelhada,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-espelhada.jpg,,,,
oculos-eye-jacket-2,,,,,,,,,Preta Lente G26,ML-OCULOS-EYE-JACKET-2-08,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-g26.jpg,8,Eye Jacket — Preta Lente G26,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-g26.jpg,,,,
oculos-eye-jacket-2,,,,,,,,,Preta Lente Gold,ML-OCULOS-EYE-JACKET-2-09,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-gold.jpg,9,Eye Jacket — Preta Lente Gold,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-gold.jpg,,,,
oculos-eye-jacket-2,,,,,,,,,Preta Lente Ice,ML-OCULOS-EYE-JACKET-2-10,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-ice.jpg,10,Eye Jacket — Preta Lente Ice,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-ice.jpg,,,,
oculos-eye-jacket-2,,,,,,,,,Preta Lente Rosa Transparente,ML-OCULOS-EYE-JACKET-2-11,120,,,continue,manual,179.90,297.90,TRUE,TRUE,,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-rosa-transparente.jpg,11,Eye Jacket — Preta Lente Rosa Transparente,https://site-pi-six-62.vercel.app/assets/produtos/eye-jacket/preta-lente-rosa-transparente.jpg,,,,
